Date,Time,Crime_Type,Latitude,Longitude,Address,District,Description,Status,Response_Time_Minutes
2025-10-28,22:59:32,Aggravated Assault,41.9055,-87.6688,1982 Washington Blvd,Downtown,Reported aggravated assault incident at 1982 Washington Blvd.,Active,60
2025-10-29,02:54:41,Drug Trafficking,41.9083,-87.6185,967 Oak Ave,Uptown,Reported drug trafficking incident at 967 Oak Ave.,Active,8
2025-10-29,03:23:39,Larceny,41.9364,-87.6461,2726 Park Ln,South,Reported larceny incident at 2726 Park Ln.,Active,5
2025-10-29,05:13:56,Drug Trafficking,41.8259,-87.5354,831 Main St,Central,Reported drug trafficking incident at 831 Main St.,Cleared by Arrest,59
2025-10-29,05:25:48,Drug Trafficking,41.8052,-87.5891,8270 Elm St,Uptown,Reported drug trafficking incident at 8270 Elm St.,Cleared by Arrest,35
2025-10-29,06:07:22,Property Theft,41.8176,-87.6777,1836 Washington Blvd,South,Reported property theft incident at 1836 Washington Blvd.,Closed,6
2025-10-29,07:04:03,Robbery,41.8128,-87.7095,6736 Maple Dr,East,Reported robbery incident at 6736 Maple Dr.,Cleared by Arrest,39
2025-10-29,08:16:57,Traffic Violation,41.8631,-87.583,9725 Maple Dr,North,Reported traffic violation incident at 9725 Maple Dr.,Closed,19
2025-10-29,21:14:45,Burglary,41.8021,-87.5876,9655 Oak Ave,West,Reported burglary incident at 9655 Oak Ave.,Cleared by Arrest,22
2025-10-30,04:08:17,Property Theft,41.8946,-87.7194,1060 Oak Ave,West,Reported property theft incident at 1060 Oak Ave.,Active,27
2025-10-30,06:36:37,Traffic Violation,41.8879,-87.6879,2885 Washington Blvd,Central,Reported traffic violation incident at 2885 Washington Blvd.,Under Investigation,48
2025-10-30,06:54:57,Burglary,41.8513,-87.6134,8030 Elm St,West,Reported burglary incident at 8030 Elm St.,Under Investigation,35
2025-10-30,07:13:51,Aggravated Assault,41.8207,-87.5438,4958 Oak Ave,Central,Reported aggravated assault incident at 4958 Oak Ave.,Under Investigation,32
2025-10-30,14:22:15,Motor Vehicle Theft,41.848,-87.7074,8799 Oak Ave,Downtown,Reported motor vehicle theft incident at 8799 Oak Ave.,Under Investigation,17
2025-10-30,14:57:43,Drug Possession,41.8273,-87.6687,8926 Oak Ave,Uptown,Reported drug possession incident at 8926 Oak Ave.,Cleared by Arrest,37
2025-10-30,18:11:37,Aggravated Assault,41.9309,-87.5393,4686 Maple Dr,West,Reported aggravated assault incident at 4686 Maple Dr.,Cleared by Arrest,60
2025-10-30,18:19:33,Public Intoxication,41.9124,-87.5943,2261 Elm St,Suburban,Reported public intoxication incident at 2261 Elm St.,Closed,12
2025-10-30,22:52:16,Loitering,41.8702,-87.5999,6677 Washington Blvd,West,Reported loitering incident at 6677 Washington Blvd.,Closed,23
2025-10-31,05:37:16,Drug Trafficking,41.9775,-87.6529,960 Main St,Suburban,Reported drug trafficking incident at 960 Main St.,Active,37
2025-10-31,07:20:07,Motor Vehicle Theft,41.8454,-87.5387,9419 Elm St,Suburban,Reported motor vehicle theft incident at 9419 Elm St.,Under Investigation,20
2025-10-31,11:30:57,Property Theft,41.9298,-87.5347,9394 Oak Ave,Uptown,Reported property theft incident at 9394 Oak Ave.,Closed,41
2025-10-31,13:51:08,Arson,41.8326,-87.5431,2681 Park Ln,North,Reported arson incident at 2681 Park Ln.,Cleared by Arrest,41
2025-10-31,16:07:21,Simple Assault,41.8203,-87.6422,4397 Maple Dr,East,Reported simple assault incident at 4397 Maple Dr.,Active,28
2025-10-31,17:31:31,Vandalism,41.9655,-87.5336,5603 Oak Ave,South,Reported vandalism incident at 5603 Oak Ave.,Closed,43
2025-11-01,00:43:17,Simple Assault,41.7954,-87.6482,7638 Main St,South,Reported simple assault incident at 7638 Main St.,Under Investigation,28
2025-11-01,03:36:17,Vandalism,41.8309,-87.6321,6615 Maple Dr,South,Reported vandalism incident at 6615 Maple Dr.,Closed,35
2025-11-01,09:14:27,Larceny,41.9128,-87.5528,192 Broadway,West,Reported larceny incident at 192 Broadway.,Closed,33
2025-11-01,09:33:50,Larceny,41.9057,-87.5714,4627 Maple Dr,South,Reported larceny incident at 4627 Maple Dr.,Under Investigation,10
2025-11-01,10:10:32,Disorderly Conduct,41.8859,-87.5501,5014 Park Ln,Central,Reported disorderly conduct incident at 5014 Park Ln.,Closed,19
2025-11-01,10:54:01,Narcotics Distribution,41.8924,-87.6238,9440 Broadway,Suburban,Reported narcotics distribution incident at 9440 Broadway.,Under Investigation,23
2025-11-01,11:49:18,Vandalism,41.7793,-87.6619,9908 Broadway,Suburban,Reported vandalism incident at 9908 Broadway.,Active,33
2025-11-01,15:31:35,Violent Disorder,41.943,-87.5399,4726 Washington Blvd,Central,Reported violent disorder incident at 4726 Washington Blvd.,Under Investigation,41
2025-11-01,21:52:37,Arson,41.8517,-87.6258,6096 Washington Blvd,South,Reported arson incident at 6096 Washington Blvd.,Closed,35
2025-11-01,23:14:21,Violent Disorder,41.8512,-87.6222,2964 Park Ln,Suburban,Reported violent disorder incident at 2964 Park Ln.,Under Investigation,28
2025-11-02,03:08:44,Larceny,41.8171,-87.6075,9311 Washington Blvd,Central,Reported larceny incident at 9311 Washington Blvd.,Under Investigation,52
2025-11-02,07:03:28,Loitering,41.9547,-87.7241,8292 Maple Dr,Downtown,Reported loitering incident at 8292 Maple Dr.,Cleared by Arrest,60
2025-11-02,13:48:05,Aggravated Assault,41.8498,-87.6762,6810 Oak Ave,Uptown,Reported aggravated assault incident at 6810 Oak Ave.,Cleared by Arrest,57
2025-11-02,19:00:45,Loitering,41.9393,-87.6703,4510 Elm St,South,Reported loitering incident at 4510 Elm St.,Cleared by Arrest,31
2025-11-03,05:21:21,Drug Possession,41.9692,-87.6857,2644 Maple Dr,Downtown,Reported drug possession incident at 2644 Maple Dr.,Under Investigation,52
2025-11-03,09:22:07,Violent Disorder,41.7858,-87.7035,4663 Maple Dr,Suburban,Reported violent disorder incident at 4663 Maple Dr.,Active,40
2025-11-03,09:59:50,Fraud,41.953,-87.5348,6870 Cedar St,Suburban,Reported fraud incident at 6870 Cedar St.,Cleared by Arrest,59
2025-11-03,14:39:53,Aggravated Assault,41.8398,-87.5943,2574 Broadway,Central,Reported aggravated assault incident at 2574 Broadway.,Active,18
2025-11-03,17:08:38,Drug Trafficking,41.8857,-87.5614,9650 Washington Blvd,East,Reported drug trafficking incident at 9650 Washington Blvd.,Active,5
2025-11-03,17:45:30,Larceny,41.8007,-87.6526,2915 Main St,Downtown,Reported larceny incident at 2915 Main St.,Under Investigation,45
2025-11-03,18:05:58,Vandalism,41.8992,-87.5523,3667 Park Ln,Downtown,Reported vandalism incident at 3667 Park Ln.,Cleared by Arrest,35
2025-11-04,04:09:34,Arson,41.7923,-87.5608,4966 Oak Ave,East,Reported arson incident at 4966 Oak Ave.,Under Investigation,19
2025-11-04,04:12:45,Drug Possession,41.8695,-87.6415,2988 Oak Ave,South,Reported drug possession incident at 2988 Oak Ave.,Closed,31
2025-11-04,11:59:39,Public Intoxication,41.8,-87.5329,1745 Main St,Uptown,Reported public intoxication incident at 1745 Main St.,Under Investigation,6
2025-11-04,17:34:57,Simple Assault,41.9601,-87.688,9353 Park Ln,Suburban,Reported simple assault incident at 9353 Park Ln.,Cleared by Arrest,50
2025-11-04,18:58:03,Arson,41.8449,-87.6709,3682 Broadway,Central,Reported arson incident at 3682 Broadway.,Cleared by Arrest,33
2025-11-04,19:01:02,Fraud,41.8499,-87.6069,210 Broadway,Central,Reported fraud incident at 210 Broadway.,Under Investigation,36
2025-11-04,23:55:55,Arson,41.9613,-87.582,5814 Broadway,West,Reported arson incident at 5814 Broadway.,Under Investigation,35
2025-11-05,00:09:48,Motor Vehicle Theft,41.9282,-87.6808,3749 Maple Dr,Uptown,Reported motor vehicle theft incident at 3749 Maple Dr.,Under Investigation,31
2025-11-05,06:20:01,Larceny,41.836,-87.5835,6124 Cedar St,Downtown,Reported larceny incident at 6124 Cedar St.,Under Investigation,47
2025-11-05,07:03:10,Burglary,41.9518,-87.5413,9693 Washington Blvd,Suburban,Reported burglary incident at 9693 Washington Blvd.,Under Investigation,35
2025-11-05,09:18:52,Vandalism,41.9369,-87.71,1028 Maple Dr,Uptown,Reported vandalism incident at 1028 Maple Dr.,Cleared by Arrest,14
2025-11-05,12:47:11,Vandalism,41.8603,-87.5356,9392 Maple Dr,South,Reported vandalism incident at 9392 Maple Dr.,Cleared by Arrest,12
2025-11-05,14:20:25,Simple Assault,41.7947,-87.6531,8186 Oak Ave,West,Reported simple assault incident at 8186 Oak Ave.,Under Investigation,5
2025-11-05,18:22:11,Violent Disorder,41.9254,-87.5598,1276 Main St,Downtown,Reported violent disorder incident at 1276 Main St.,Active,5
2025-11-05,22:07:35,Simple Assault,41.9285,-87.7019,6227 Maple Dr,Uptown,Reported simple assault incident at 6227 Maple Dr.,Under Investigation,20
2025-11-06,01:42:56,Vandalism,41.7822,-87.5896,5768 Maple Dr,Central,Reported vandalism incident at 5768 Maple Dr.,Active,26
2025-11-06,05:12:55,Arson,41.9104,-87.7039,9261 Elm St,East,Reported arson incident at 9261 Elm St.,Active,32
2025-11-06,08:24:21,Robbery,41.9016,-87.65,1481 Washington Blvd,East,Reported robbery incident at 1481 Washington Blvd.,Cleared by Arrest,58
2025-11-06,11:07:08,Motor Vehicle Theft,41.8229,-87.5322,6495 Oak Ave,Uptown,Reported motor vehicle theft incident at 6495 Oak Ave.,Under Investigation,21
2025-11-06,12:45:18,Vandalism,41.8316,-87.6241,1946 Oak Ave,North,Reported vandalism incident at 1946 Oak Ave.,Closed,7
2025-11-06,14:45:08,Narcotics Distribution,41.8993,-87.7127,1368 Park Ln,Suburban,Reported narcotics distribution incident at 1368 Park Ln.,Closed,16
2025-11-06,17:55:20,Vandalism,41.8339,-87.7208,760 Park Ln,Downtown,Reported vandalism incident at 760 Park Ln.,Closed,8
2025-11-06,18:30:15,Property Theft,41.8622,-87.5994,979 Main St,Central,Reported property theft incident at 979 Main St.,Closed,33
2025-11-06,18:36:18,Larceny,41.9295,-87.5651,2631 Cedar St,Downtown,Reported larceny incident at 2631 Cedar St.,Cleared by Arrest,33
2025-11-06,23:58:31,Drug Trafficking,41.8178,-87.6168,6983 Elm St,Downtown,Reported drug trafficking incident at 6983 Elm St.,Under Investigation,37
2025-11-07,02:18:52,Larceny,41.9576,-87.6695,4853 Park Ln,East,Reported larceny incident at 4853 Park Ln.,Cleared by Arrest,46
2025-11-07,06:13:25,Aggravated Assault,41.8097,-87.5641,2012 Park Ln,West,Reported aggravated assault incident at 2012 Park Ln.,Under Investigation,11
2025-11-07,11:02:01,Fraud,41.8842,-87.7046,9700 Cedar St,Suburban,Reported fraud incident at 9700 Cedar St.,Cleared by Arrest,49
2025-11-07,11:39:50,Vandalism,41.8802,-87.5349,5519 Cedar St,North,Reported vandalism incident at 5519 Cedar St.,Closed,22
2025-11-07,12:53:37,Aggravated Assault,41.7826,-87.5789,3558 Broadway,East,Reported aggravated assault incident at 3558 Broadway.,Closed,48
2025-11-07,13:14:19,Robbery,41.9443,-87.6259,5490 Oak Ave,North,Reported robbery incident at 5490 Oak Ave.,Under Investigation,48
2025-11-07,15:25:30,Loitering,41.8171,-87.6054,7413 Oak Ave,East,Reported loitering incident at 7413 Oak Ave.,Closed,38
2025-11-07,18:13:45,Vandalism,41.7871,-87.5767,8371 Cedar St,East,Reported vandalism incident at 8371 Cedar St.,Closed,44
2025-11-07,22:08:46,Drug Trafficking,41.887,-87.638,6805 Park Ln,North,Reported drug trafficking incident at 6805 Park Ln.,Under Investigation,36
2025-11-08,04:22:32,Robbery,41.8439,-87.6589,4810 Main St,North,Reported robbery incident at 4810 Main St.,Cleared by Arrest,57
2025-11-08,04:49:30,Motor Vehicle Theft,41.7843,-87.6269,4338 Broadway,Suburban,Reported motor vehicle theft incident at 4338 Broadway.,Active,39
2025-11-08,07:22:43,Motor Vehicle Theft,41.9587,-87.5994,2891 Oak Ave,North,Reported motor vehicle theft incident at 2891 Oak Ave.,Under Investigation,6
2025-11-08,07:56:50,Simple Assault,41.8141,-87.5773,2722 Main St,East,Reported simple assault incident at 2722 Main St.,Under Investigation,45
2025-11-08,10:50:39,Violent Disorder,41.834,-87.6285,1381 Maple Dr,North,Reported violent disorder incident at 1381 Maple Dr.,Cleared by Arrest,13
2025-11-08,11:17:21,Public Intoxication,41.9247,-87.5515,8034 Park Ln,South,Reported public intoxication incident at 8034 Park Ln.,Active,46
2025-11-08,13:54:12,Motor Vehicle Theft,41.7891,-87.6034,5156 Park Ln,West,Reported motor vehicle theft incident at 5156 Park Ln.,Active,26
2025-11-08,15:38:36,Public Intoxication,41.8716,-87.6956,3578 Washington Blvd,Central,Reported public intoxication incident at 3578 Washington Blvd.,Active,14
2025-11-08,17:08:05,Vandalism,41.9064,-87.6142,6941 Elm St,Central,Reported vandalism incident at 6941 Elm St.,Active,17
2025-11-08,18:54:56,Arson,41.7966,-87.571,4104 Washington Blvd,East,Reported arson incident at 4104 Washington Blvd.,Cleared by Arrest,47
2025-11-09,08:21:51,Property Theft,41.9009,-87.5732,5794 Oak Ave,Uptown,Reported property theft incident at 5794 Oak Ave.,Closed,25
2025-11-09,08:37:56,Homicide,41.8873,-87.6213,4236 Maple Dr,South,Reported homicide incident at 4236 Maple Dr.,Closed,35
2025-11-09,09:19:26,Simple Assault,41.976,-87.6505,4003 Main St,Suburban,Reported simple assault incident at 4003 Main St.,Active,59
2025-11-09,09:57:18,Drug Possession,41.8531,-87.6862,9693 Washington Blvd,North,Reported drug possession incident at 9693 Washington Blvd.,Cleared by Arrest,40
2025-11-09,10:03:30,Violent Disorder,41.9133,-87.6124,5441 Park Ln,Suburban,Reported violent disorder incident at 5441 Park Ln.,Under Investigation,20
2025-11-09,10:56:23,Simple Assault,41.825,-87.5441,7146 Elm St,Downtown,Reported simple assault incident at 7146 Elm St.,Active,40
2025-11-09,13:52:54,Drug Trafficking,41.9574,-87.5706,1205 Cedar St,South,Reported drug trafficking incident at 1205 Cedar St.,Active,12
2025-11-10,01:44:29,Property Theft,41.816,-87.539,7808 Park Ln,East,Reported property theft incident at 7808 Park Ln.,Active,53
2025-11-10,03:21:45,Loitering,41.9772,-87.5675,425 Maple Dr,Downtown,Reported loitering incident at 425 Maple Dr.,Closed,25
2025-11-10,08:54:07,Burglary,41.9644,-87.5597,1593 Elm St,North,Reported burglary incident at 1593 Elm St.,Under Investigation,39
2025-11-10,13:57:18,Drug Trafficking,41.8481,-87.5942,3117 Broadway,East,Reported drug trafficking incident at 3117 Broadway.,Active,49
2025-11-10,14:58:57,Larceny,41.9178,-87.5395,1008 Maple Dr,South,Reported larceny incident at 1008 Maple Dr.,Under Investigation,33
2025-11-10,16:27:36,Property Theft,41.9521,-87.5582,3548 Maple Dr,Suburban,Reported property theft incident at 3548 Maple Dr.,Under Investigation,16
2025-11-10,21:07:54,Property Theft,41.8927,-87.6719,7978 Maple Dr,South,Reported property theft incident at 7978 Maple Dr.,Active,31
2025-11-10,21:40:56,Traffic Violation,41.7824,-87.6613,8310 Main St,East,Reported traffic violation incident at 8310 Main St.,Closed,46
2025-11-11,00:15:14,Simple Assault,41.9252,-87.6712,9433 Park Ln,South,Reported simple assault incident at 9433 Park Ln.,Active,8
2025-11-11,03:58:01,Larceny,41.8725,-87.676,4186 Maple Dr,Uptown,Reported larceny incident at 4186 Maple Dr.,Under Investigation,31
2025-11-11,04:00:41,Larceny,41.8029,-87.564,5679 Park Ln,West,Reported larceny incident at 5679 Park Ln.,Closed,34
2025-11-11,10:18:28,Narcotics Distribution,41.8352,-87.5758,3466 Park Ln,West,Reported narcotics distribution incident at 3466 Park Ln.,Active,42
2025-11-11,10:40:34,Property Theft,41.8607,-87.7067,1372 Elm St,Suburban,Reported property theft incident at 1372 Elm St.,Active,37
2025-11-11,16:39:22,Vandalism,41.963,-87.6795,116 Main St,Suburban,Reported vandalism incident at 116 Main St.,Active,38
2025-11-11,20:17:55,Traffic Violation,41.7984,-87.6045,2925 Oak Ave,West,Reported traffic violation incident at 2925 Oak Ave.,Cleared by Arrest,54
2025-11-12,02:38:42,Homicide,41.9117,-87.5696,3328 Washington Blvd,Central,Reported homicide incident at 3328 Washington Blvd.,Closed,40
2025-11-12,04:46:41,Burglary,41.7876,-87.6782,1250 Cedar St,Suburban,Reported burglary incident at 1250 Cedar St.,Active,38
2025-11-12,05:15:25,Violent Disorder,41.9124,-87.5797,9648 Oak Ave,Uptown,Reported violent disorder incident at 9648 Oak Ave.,Closed,31
2025-11-12,09:38:37,Larceny,41.9013,-87.5764,7050 Washington Blvd,West,Reported larceny incident at 7050 Washington Blvd.,Cleared by Arrest,42
2025-11-12,09:44:30,Homicide,41.866,-87.672,1220 Cedar St,North,Reported homicide incident at 1220 Cedar St.,Under Investigation,42
2025-11-12,12:57:09,Property Theft,41.9315,-87.6241,9121 Elm St,East,Reported property theft incident at 9121 Elm St.,Under Investigation,24
2025-11-12,18:11:49,Arson,41.8105,-87.5803,8931 Washington Blvd,Uptown,Reported arson incident at 8931 Washington Blvd.,Closed,50
2025-11-12,20:41:45,Narcotics Distribution,41.9686,-87.7003,9089 Maple Dr,West,Reported narcotics distribution incident at 9089 Maple Dr.,Under Investigation,22
2025-11-12,21:00:34,Vandalism,41.9779,-87.6615,5230 Main St,South,Reported vandalism incident at 5230 Main St.,Active,48
2025-11-12,23:03:41,Property Theft,41.9673,-87.6154,4496 Maple Dr,Suburban,Reported property theft incident at 4496 Maple Dr.,Cleared by Arrest,20
2025-11-13,00:00:06,Property Theft,41.9139,-87.5954,5497 Maple Dr,Central,Reported property theft incident at 5497 Maple Dr.,Closed,34
2025-11-13,05:20:31,Simple Assault,41.8216,-87.6395,8525 Oak Ave,West,Reported simple assault incident at 8525 Oak Ave.,Under Investigation,40
2025-11-13,07:07:29,Violent Disorder,41.8493,-87.6627,8783 Park Ln,West,Reported violent disorder incident at 8783 Park Ln.,Under Investigation,23
2025-11-13,12:40:12,Narcotics Distribution,41.8864,-87.5549,6374 Cedar St,Downtown,Reported narcotics distribution incident at 6374 Cedar St.,Closed,17
2025-11-13,17:25:23,Disorderly Conduct,41.8558,-87.5573,5771 Oak Ave,South,Reported disorderly conduct incident at 5771 Oak Ave.,Under Investigation,60
2025-11-13,18:21:44,Burglary,41.8574,-87.5966,1819 Broadway,East,Reported burglary incident at 1819 Broadway.,Closed,37
2025-11-13,18:50:48,Violent Disorder,41.8043,-87.6524,9523 Elm St,East,Reported violent disorder incident at 9523 Elm St.,Active,43
2025-11-14,05:42:20,Public Intoxication,41.9453,-87.5593,3421 Washington Blvd,South,Reported public intoxication incident at 3421 Washington Blvd.,Closed,8
2025-11-14,08:01:49,Arson,41.9332,-87.6612,6575 Oak Ave,South,Reported arson incident at 6575 Oak Ave.,Under Investigation,46
2025-11-14,10:56:18,Robbery,41.802,-87.6208,1147 Maple Dr,North,Reported robbery incident at 1147 Maple Dr.,Under Investigation,6
2025-11-14,23:39:51,Arson,41.948,-87.642,2919 Main St,South,Reported arson incident at 2919 Main St.,Closed,22
2025-11-15,14:17:22,Violent Disorder,41.9133,-87.5698,3898 Oak Ave,East,Reported violent disorder incident at 3898 Oak Ave.,Active,11
2025-11-15,17:10:53,Traffic Violation,41.8775,-87.5999,2647 Washington Blvd,Central,Reported traffic violation incident at 2647 Washington Blvd.,Active,34
2025-11-15,19:42:31,Robbery,41.8594,-87.7248,9045 Main St,Central,Reported robbery incident at 9045 Main St.,Closed,52
2025-11-15,19:56:20,Robbery,41.8976,-87.56,8488 Main St,North,Reported robbery incident at 8488 Main St.,Active,39
2025-11-15,20:46:41,Vandalism,41.7874,-87.6787,7184 Maple Dr,West,Reported vandalism incident at 7184 Maple Dr.,Closed,20
2025-11-16,05:32:18,Arson,41.9411,-87.5841,3333 Washington Blvd,Uptown,Reported arson incident at 3333 Washington Blvd.,Cleared by Arrest,24
2025-11-16,18:32:17,Aggravated Assault,41.9082,-87.6749,2176 Maple Dr,Suburban,Reported aggravated assault incident at 2176 Maple Dr.,Under Investigation,45
2025-11-16,22:55:39,Larceny,41.8292,-87.6563,8957 Maple Dr,South,Reported larceny incident at 8957 Maple Dr.,Active,46
2025-11-17,06:41:21,Vandalism,41.7935,-87.6858,9618 Main St,North,Reported vandalism incident at 9618 Main St.,Closed,29
2025-11-17,10:09:07,Vandalism,41.974,-87.589,4618 Cedar St,East,Reported vandalism incident at 4618 Cedar St.,Under Investigation,40
2025-11-17,14:48:27,Disorderly Conduct,41.8747,-87.7292,9458 Park Ln,West,Reported disorderly conduct incident at 9458 Park Ln.,Active,34
2025-11-18,00:34:10,Property Theft,41.8712,-87.6256,2220 Washington Blvd,East,Reported property theft incident at 2220 Washington Blvd.,Cleared by Arrest,9
2025-11-18,01:59:34,Burglary,41.9211,-87.5358,8141 Cedar St,South,Reported burglary incident at 8141 Cedar St.,Active,21
2025-11-18,05:42:11,Burglary,41.9474,-87.5982,3680 Park Ln,South,Reported burglary incident at 3680 Park Ln.,Closed,25
2025-11-18,06:26:06,Arson,41.8097,-87.7003,9443 Main St,West,Reported arson incident at 9443 Main St.,Closed,51
2025-11-18,06:38:39,Burglary,41.8869,-87.5821,3585 Maple Dr,Downtown,Reported burglary incident at 3585 Maple Dr.,Active,14
2025-11-18,07:28:48,Loitering,41.896,-87.5581,2528 Main St,South,Reported loitering incident at 2528 Main St.,Under Investigation,58
2025-11-18,09:33:40,Aggravated Assault,41.9536,-87.5783,3452 Cedar St,West,Reported aggravated assault incident at 3452 Cedar St.,Active,48
2025-11-18,10:37:42,Burglary,41.9297,-87.6574,7485 Main St,East,Reported burglary incident at 7485 Main St.,Cleared by Arrest,13
2025-11-18,12:51:49,Arson,41.9332,-87.681,9901 Main St,East,Reported arson incident at 9901 Main St.,Closed,41
2025-11-18,12:54:58,Fraud,41.8134,-87.5393,1042 Elm St,Central,Reported fraud incident at 1042 Elm St.,Under Investigation,29
2025-11-18,15:18:24,Arson,41.8372,-87.6875,3694 Main St,Uptown,Reported arson incident at 3694 Main St.,Closed,14
2025-11-18,21:10:38,Arson,41.8908,-87.6877,2830 Park Ln,East,Reported arson incident at 2830 Park Ln.,Active,54
2025-11-19,01:20:44,Violent Disorder,41.9477,-87.7135,636 Oak Ave,Uptown,Reported violent disorder incident at 636 Oak Ave.,Closed,46
2025-11-19,04:45:24,Motor Vehicle Theft,41.9114,-87.7074,6536 Park Ln,Downtown,Reported motor vehicle theft incident at 6536 Park Ln.,Active,38
2025-11-19,09:03:56,Simple Assault,41.9767,-87.6563,9643 Elm St,East,Reported simple assault incident at 9643 Elm St.,Active,8
2025-11-19,09:14:13,Violent Disorder,41.8122,-87.625,669 Oak Ave,South,Reported violent disorder incident at 669 Oak Ave.,Closed,19
2025-11-19,12:57:26,Disorderly Conduct,41.7832,-87.5491,7405 Washington Blvd,Uptown,Reported disorderly conduct incident at 7405 Washington Blvd.,Closed,18
2025-11-19,15:58:54,Property Theft,41.7784,-87.6246,8303 Elm St,South,Reported property theft incident at 8303 Elm St.,Under Investigation,33
2025-11-19,16:45:33,Violent Disorder,41.8556,-87.5715,8104 Main St,East,Reported violent disorder incident at 8104 Main St.,Under Investigation,58
2025-11-19,20:38:29,Property Theft,41.9441,-87.6993,3679 Washington Blvd,Downtown,Reported property theft incident at 3679 Washington Blvd.,Under Investigation,47
2025-11-20,02:44:09,Traffic Violation,41.7967,-87.6906,6068 Oak Ave,Suburban,Reported traffic violation incident at 6068 Oak Ave.,Under Investigation,56
2025-11-20,08:17:11,Burglary,41.905,-87.7247,5802 Main St,Uptown,Reported burglary incident at 5802 Main St.,Under Investigation,38
2025-11-20,13:40:20,Drug Trafficking,41.9691,-87.6183,1164 Oak Ave,West,Reported drug trafficking incident at 1164 Oak Ave.,Under Investigation,27
2025-11-20,15:47:37,Violent Disorder,41.8088,-87.5832,5273 Broadway,Uptown,Reported violent disorder incident at 5273 Broadway.,Active,20
2025-11-20,20:00:10,Traffic Violation,41.8119,-87.5395,5096 Oak Ave,East,Reported traffic violation incident at 5096 Oak Ave.,Under Investigation,37
2025-11-20,20:31:35,Arson,41.9026,-87.6493,1185 Oak Ave,Uptown,Reported arson incident at 1185 Oak Ave.,Under Investigation,56
2025-11-21,01:44:50,Loitering,41.8076,-87.6686,5139 Park Ln,West,Reported loitering incident at 5139 Park Ln.,Closed,34
2025-11-21,04:05:11,Homicide,41.7948,-87.6662,3759 Elm St,Central,Reported homicide incident at 3759 Elm St.,Active,54
2025-11-21,05:58:59,Homicide,41.952,-87.5483,5296 Park Ln,Central,Reported homicide incident at 5296 Park Ln.,Cleared by Arrest,52
2025-11-21,11:08:39,Narcotics Distribution,41.8567,-87.5487,493 Elm St,Suburban,Reported narcotics distribution incident at 493 Elm St.,Cleared by Arrest,40
2025-11-21,12:05:41,Arson,41.8274,-87.6285,2184 Washington Blvd,Downtown,Reported arson incident at 2184 Washington Blvd.,Cleared by Arrest,56
2025-11-21,16:33:23,Larceny,41.9566,-87.6656,311 Park Ln,North,Reported larceny incident at 311 Park Ln.,Cleared by Arrest,19
2025-11-22,03:29:14,Drug Trafficking,41.8646,-87.5808,2049 Washington Blvd,East,Reported drug trafficking incident at 2049 Washington Blvd.,Active,52
2025-11-22,05:46:01,Property Theft,41.805,-87.5495,3274 Oak Ave,Uptown,Reported property theft incident at 3274 Oak Ave.,Cleared by Arrest,7
2025-11-22,07:06:02,Public Intoxication,41.9254,-87.5338,6235 Cedar St,Suburban,Reported public intoxication incident at 6235 Cedar St.,Cleared by Arrest,34
2025-11-23,03:55:09,Drug Possession,41.8609,-87.719,6201 Elm St,South,Reported drug possession incident at 6201 Elm St.,Under Investigation,10
2025-11-23,04:20:45,Narcotics Distribution,41.9167,-87.5555,1768 Elm St,North,Reported narcotics distribution incident at 1768 Elm St.,Cleared by Arrest,16
2025-11-23,15:53:31,Property Theft,41.8808,-87.6244,608 Park Ln,East,Reported property theft incident at 608 Park Ln.,Closed,6
2025-11-23,17:32:38,Traffic Violation,41.9587,-87.6966,7806 Oak Ave,Downtown,Reported traffic violation incident at 7806 Oak Ave.,Active,8
2025-11-23,17:59:34,Property Theft,41.8672,-87.553,879 Cedar St,West,Reported property theft incident at 879 Cedar St.,Under Investigation,46
2025-11-23,18:37:14,Larceny,41.9262,-87.6236,3756 Cedar St,Downtown,Reported larceny incident at 3756 Cedar St.,Closed,60
2025-11-23,19:00:44,Robbery,41.8631,-87.7225,1325 Broadway,Central,Reported robbery incident at 1325 Broadway.,Under Investigation,9
2025-11-24,02:29:38,Drug Possession,41.9227,-87.563,5716 Broadway,South,Reported drug possession incident at 5716 Broadway.,Under Investigation,28
2025-11-24,03:59:14,Homicide,41.9573,-87.5496,6432 Washington Blvd,West,Reported homicide incident at 6432 Washington Blvd.,Cleared by Arrest,15
2025-11-24,04:29:15,Vandalism,41.8572,-87.5444,4982 Maple Dr,Suburban,Reported vandalism incident at 4982 Maple Dr.,Cleared by Arrest,9
2025-11-24,05:49:59,Loitering,41.7925,-87.6193,2897 Broadway,Central,Reported loitering incident at 2897 Broadway.,Cleared by Arrest,57
2025-11-24,06:13:01,Aggravated Assault,41.8351,-87.6973,8937 Oak Ave,Uptown,Reported aggravated assault incident at 8937 Oak Ave.,Under Investigation,25
2025-11-24,06:34:29,Narcotics Distribution,41.7803,-87.6068,1932 Cedar St,Suburban,Reported narcotics distribution incident at 1932 Cedar St.,Under Investigation,25
2025-11-24,08:27:14,Larceny,41.9145,-87.5319,4710 Elm St,East,Reported larceny incident at 4710 Elm St.,Cleared by Arrest,13
2025-11-24,08:35:28,Burglary,41.7793,-87.6509,639 Washington Blvd,East,Reported burglary incident at 639 Washington Blvd.,Active,56
